,Sentiment,Tweet
1527,positive,hmmmm calon tokoh dunia
1528,positive,gembira
1529,positive,terimakasih kpada dukung tlah suara
1530,positive,voter pilih
1531,positive,
1532,positive,logika pilih putar ke1 psikologis pilih paslon 3 gubernur jakarta
1533,positive,suara pilih putar 1 pilih paslon no 3 puataran kali selamat jakarta gubernur
1534,positive,olahraga ahy tps siang
1535,positive,ahy gaya sporty tps
1536,positive,putar bgm kelas sbg pimpin yang besar hati
1537,positive,peduli
1538,positive,dukung yang dukung ahok basis massa mayoritas pilih anies kunci menang tipis anies
1539,positive,suara dukung tentu menang salah paslon
1540,positive,moga pilih putar 1 kebon kacang kp bal alih anies-sandi
1541,positive,yuk fans dukung menang
1542,positive,bismillah moga esok jakarta milik pimpin sesuai tuntun alquran diridhai alloh swt
1543,positive,bu sylvi contoh berani betawi untuk sikap tidak ngambang banci contoh perempuan betawi tulen
1544,positive,putar dukung mas agus yah kalah hormat menang curang
1545,positive,tulus senang insyaallah jalan bu murni
1546,positive,pimpin harap bangsa baskoro
1547,positive,baik
1548,positive,postingan 28 januari 2017 teduh tetep
1549,positive,salam wallahulmuwafiq ilaaqwamithoriq cermin beliau nu jatuh hati
1550,positive,suka orang jiwa
1551,positive,ahy r1 2019 kalah pilgub yudhoyono
1552,positive,kamu kalah bangga pada jalan sukses nanti saat
1553,positive,pribadi kagum pribadi mu yes sikap
1554,positive,prananda demokrat sejati kagum salut
1555,positive,ah frowning face no 1 thumbs up thumbs up thumbs up
1556,positive,agus harimurti yudhoyono lovers annisa larasati pohan lovers dadak
1557,positive,terkadang sikap dewasa ajar muda thumbs up smiling face with heart-eyes
1558,positive,bangga nyata ksatria
1559,positive,hayoo saja sibuk hapus2in twit jelek2in face with stuck-out tounges face with tears of joy
1560,positive,bagus program persija
1561,positive,pingin lihat mas debat face with stuck-out tounges
1562,positive,wah diam2 tersepona pesona deh face with stuck-out tounges
1563,positive,dukung
1564,positive,cerdas nasionalisme jiwa pancasilais milik milik jiwa santri mondok
1565,positive,marasa untung sign of the horns
1566,positive,dukung anies sandi hand bangga jiwa ahy silvy 2019 prabowo ahy folded hands folded hands
1567,positive,ahy sylvi menang hati dukung ahysylvi panik ketar tir kubu folded hands folded hands
1568,positive,menang anis sandi hand menang ahy silvy kaum pribumi hugging face hugging face
1569,positive,ahy silvy maslahat bangsa
1570,positive,mas
1571,positive,heboh pentol band coldplay inggris chris martin dukung pasang agus-sylvi pilih kepala daerah jakarta 2017
1572,positive,diskusipolitik bola turun baik nkri depan
1573,positive,politik hidup smiling face with smiling eyes
1574,positive,apresiasi rela rawan dukung clapping hands clapping hands
1575,positive,menang tunda ajar kalah nyata bijaksana
1576,positive,politik santun martabat folded hands
1577,positive,heboh ahy muncul tampil
1578,positive,gunawan freely anggota dprd talaud pasang spanduk ahy perbtasan indonesia-filipina lanjut
1579,positive,a h ya
1580,positive,polling mbak buka pilih pribadi gabung mbak ambil putus timses smiling face with smiling eyes
1581,positive,sambut hangat dukung gabung smiling face with smiling eyes folded hands
1582,positive,12 sby puji bela mantri hutan dan lurah salah harap dukung politik massa demokrat
1583,positive,nikmat syukur uji sabar selamat malam face blowing a kiss face blowing a kiss
1584,positive,bangga juang face blowing a kiss face blowing a kiss
1585,positive,jiwa besar teladan oncoming fist oncoming fist face blowing a kiss
1586,positive,nyesal dukung beliau face blowing a kiss face blowing a kiss bngga hadir republik
1587,positive,pimpin muda raising hands raising hands raising hands
1588,positive,menang nya ahy no 1 hati smiling face with open mouth closed eyes smiling face with open mouth smiling eyes smiling face with smiling eyes face savouring delicious food kissing face with closed eyes face blowing a kiss smiling face with heart-eyes
1589,positive,rencana putus allah putus manusia smiling face with smiling eyes smiling face with smiling eyes
1590,positive,mas semangat dukung tidur maju insyaallah menang
1591,positive,ikhlas korban sia2 non
1592,positive,tetep semangat mendharma bakti jiwa raga negeri smiling face with smiling eyes smiling face with smiling eyes
1593,positive,ahy mundur selang lompat
1594,positive,harap moga sinar aamiin smiling face with smiling eyes smiling face with smiling eyes
1595,positive,nya nya
1596,positive,baca strategi politik sby calon agus yudhoyono
1597,positive,nunggu skenario
1598,positive,skenario ahy menang pilgub ahy pikir matang skenario kalah kalah menang sejati smiling face with smiling eyes smiling face with smiling eyes
1599,positive,sudah jiwa hasil pilih kepala daerah sulit sungguh sulit deklarasi
1600,negative,catat warga dki hilang ahok
1601,negative,warga dki cerdas mudah provokasi isue sara
1602,negative,kalah besok kalah adil
1603,negative,sedih hilang sosok gubenur jujur kerja keras layan warga btp
1604,negative,ahok kalah telak seluruh tps wilayah fpi
1605,negative,ahok menang tipis tps habib rizieq coblos
1606,negative,langsung deh cuit curang black campaign nongol legowo demokrasi nama hahaa
1607,negative,hasil tps 011 010 rw 002 lurah pela mampang sedih lihat
1608,negative,tenang saja curang pilih yaa hati2 saja awasin tuh kemarin tahu bagi2 sembilan bahan pokok
1609,negative,tunjuk orang zalim haram pimpin kafir
1610,negative,harap jakarta bebas korupsi suara beli
1611,negative,syukur lembar c6 tangan sabar colok mata ahok
1612,negative,nista agama
1613,negative,rezeki kasihan dukung
1614,negative,ahokers tukang plintir lihat nehh btp
1615,negative,warga raya terima sembakonya pilih beri as
1616,negative,rumit beda hitam putih doyan gaduh
1617,negative,gubernur sudah bosan
1618,negative,warga dki pesan rasulullah saw serah ahli cc
1619,negative,ahok lawan djarot pilih djarot ahok ajar hubung masyarakat diplomasi
1620,negative,hoaks muktamar nu wajib nahdliyin pilih pimpin muslim
1621,negative,biar
1622,negative,kan kronologi usir sholat jumat
1623,negative,iblis halang manusia ibadah masjid semangat djarot
1624,negative,larang pilih cagub nonmuslim habib pilih djarot
1625,negative,aneh aneh umat usir
1626,negative,bagi2 sembilan bahan pokok gratis tim btp langgar pasal 73 ayat 1 uu no 10 tahun 2016
1627,negative,mui sesal beri gelar sunan ahok
1628,negative,lihat kalah menang
1629,negative,amat polisi kes pihak ahok
1630,negative,kubu badja sindir anies spanduk jakarta bersyariah - -djarot
1631,negative,virall bocah injak2 baju kotak2 kecewa
1632,negative,turun pangkat jakarta butuh nista agama iya
1633,negative,mulut jorok tanda suara anies kuat
1634,negative,pkb dukung putar ke2 siap tinggal pilih umat islam pilih umum 2019
1635,negative,ahok-djarot apbd alat kampanye putar
1636,negative,sedih indonesia batas jakarta bhinneka batas ahok
1637,negative,djarot menang pimpin cek
1638,negative,hilang ahok
1639,negative,ohh tertib gub tertib
1640,negative,kafirrrrrr nista iqra iqra iqra
1641,negative,lihat raut wajah bapak djarot bikin miris sabar kuat btp
1642,negative,remuk negara nyata bohong nyata pakai otak
1643,negative,orang2 diri ikut pakai sarana hina gubernur
1644,negative,remuk hati lihat beliau
1645,negative,politik indonesia jaman sedih
1646,negative,mental tempe benci hukum indonesa mental badja juang
1647,negative,mati hukum benar indonesia
1648,negative,tangis sedih djarot pada yang pimpin balai kota cek
1649,negative,mulia buruh sidoarjo buruh demo bakar2 karang bunga beri masyarakat
1650,negative,habiburokhman sindir via
1651,negative,buahahahhaha emang raya gak dukung raya bayar
1652,negative,saksi ahok-djarot tolak tandatangani rekapitulasi suara pilih kepala daerah
1653,negative,abused kaum islamist radicals
1654,negative,deddy corbuzier sindir karang bunga ahok
1655,negative,bawa ciduk profesional
1656,negative,takjub besar cinta warga dki geli kalimat
1657,negative,yah nama manusia suka khilaf sayang a ajak komitment b ujung nyesel
1658,negative,salah faktor kalah kompak pukul isu agama
1659,negative,menang kerja saja nuntut belum belum mau
1660,negative,enak sih gubernur tinggal terima rapi
1661,negative,bukti begtiu cinta warga namun kalah terhornat karena kelici jijik lawa
1662,negative,stress pikir duit hitung 4000 bunga x rp 200 000 sudah dana cinta lebih materi
1663,negative,saran dpr bikin panitia khusus pantap panitia tetap karang bunga undang lsm bentuk tim cari fakta karang bunga gila
1664,negative,karang bunga sindir ahok - djarot rusak
1665,negative,sebentar komen ini mas settingan citra suruh ahok hahaha
1666,negative,gembira bunga2 tidak bahas2 a s benci tetep fokus yaaa perhati
1667,negative,dukung menang stres ini kembang ahokdjarot hati rakyat bohong menang menang
1668,negative,paksa putus lantas kawin paksa bandot bini 5 susah move on-nyah
1669,negative,karang bunga ahok-djarot sesat rumah anis orang orang bicara
1670,negative,masuk muri usul masuk
1671,negative,galon nya saing ini ye bunga
1672,negative,catat sejarah dunia kalah banjir bunga
1673,negative,hati hati komentar ujung2nya tuduh nyinyir
1674,negative,tukang karang bunga pilih ahok terima order buatin bunga orang kapir
1675,negative,jakarta ahok btp bis om telolet om
1676,negative,lantik oktober kayak gin gak
1677,negative,menang pilih kepala daerah yang banjir ucap selamat karang bunga - fenomena alam
1678,negative,kirim bunga 2 600 nyinyir 7 juta pingsan
1679,negative,biar hibur wkkwwkkwk
1680,negative,sakit jiwa warga cinta kamis
1681,negative,kalah sasar kreator isu bohong
1682,negative,kirim karang bunga lebih baik bikin acara sembilan bahan pokok
1683,negative,ahok nista agama nista orang aku agama
1684,negative,balaikota museum paris moto lukis monalisa
1685,negative,menit 1 51 sedih banget huhuhu bapak menang
1686,negative,tertawa kayak sebentar bunga tanding ini
1687,negative,saran saja biar kalau saja iri nganan saja takut bikin macet kalau ikut iri
1688,negative,stress guberner dukung harap warga jakarta
1689,negative,gak murah ini ahok gubenur sayang warga jakarta emang buang2 duit
1690,negative,ampun sek yah dada ngelawan bangsa issue sara ganti
1691,negative,karang bunga karang sungguh gila pasca gila tuntut jpu
1692,negative,kafir laku
1693,negative,benci basuki benci bodoh
1694,negative,amat jungkal ahok-djarot strategi isis
1695,negative,simpatik saja gin nggak simpatik yak
1696,negative,lambang mati akal waras indonesia fitnah kendali
1697,negative,bukti mantan ganti
1698,negative,kaji saya lihat pakai perspektif netral loh coba kalau bicara pikir
1699,negative,sederhana saja orang susah move on sok skeptis tim kontra ahok
1700,negative,debat retorika program wacana adil korupsi
1701,negative,ancam polisi sutradara video ras kampanye ahok-djarot bayar sesuai kontrak
1702,negative,tutup paslon minta maaf laku maaf gitu
1703,negative,protes iklan macet streaming
1704,negative,tata jakarta tata kata
1705,negative,pilih kepala daerah dki 2017 ras agam bukti ras china pilih ahok 100 peluk kristen pilih ahok 100
1706,negative,lholho dukung ahok dp 0 untuk kaum dhuafa situ uang bomb
1707,negative,pecah belah orang asing pecah broken heart
1708,negative,tertawa-tertawa-tertawa adil ini bangsa milih no 2 cina hah speak-no-evil
1709,negative,tunjuk orang zalim haram pimpin kafir fire fire
1710,negative,allah azab orang2 muslim pilih pimpin kafir high voltage high voltage
1711,negative,move on lihatin ahok djarot kalah slightly frowning face
1712,negative,baper ahok-djarot disappointed face
1713,negative,menang anies-sandi kalah ahok-djarot tarik simpul yep
1714,negative,sembilan bahan pokok murah ala timses ahok-djarot langgar uu pilih umum suap suara model hina cerdas warga
1715,negative,rasa2nya ahok-djarot kalah gera tindak paslon 3 gencar keri face screaming in fear face screaming in fear
1716,negative,bicara pilih ahok djarot rasa banjir sih pouting face
1717,negative,bilang cagub cagub inti buta peta politik zipper-mouth face
1718,negative,gubernur kenapa kjp anak turun 4 jelang pilih kepala daerah dki confused face
1719,negative,kafir haram pimpin kafir fire fire fire fire
1720,negative,kan kronologi usir sholat jumat
1721,negative,awas serbu warga wahabi bogor depok
1722,negative,pecat menteri bagaimana gubernur
1723,negative,kuota habis ikut berita mui
1724,negative,dki ikut2an menang see-no-evil monkey
1725,negative,kalau bosan sama m taufik pilih kak soooo pastiiii face with steam from nose face with steam from nose face with tears of joy smiling face with open mouth smiling eyes face with tears of joy grining face with smile eye victory hand
1726,negative,anti korupsi kerja kerja nyata bersih tata ruang kota jakarta weary face weary face
1727,negative,bagai survei debat menang paslon no 3 ini
1728,negative,pilih paslon no 3 gagal jalan tugas leceh akal sehat
1729,negative,dadak santun toleran gin zipper-mouth face zipper-mouth face zipper-mouth face gara deket tanggal 19 april face with tears of joy face with tears of joy face with tears of joy tv
1730,negative,kemarin bilang tuju syariah online
1731,negative,dx
1732,negative,rang fakta ikut caci maki
1733,negative,rizieq ikut ternak akun disosmed heran akun twitter tiba2 serbu pasu caci maki grining face with smile eye face screaming in fear face screaming in fear
1734,negative,wasekjen mui nilai video kampanye ahok-djarot suduntukan umat islam
1735,negative,kasih iming-iming kjl orangtua ahok-djarot tipu lanjut usia
1736,negative,mikir coblos belah kiri face with stuck-out tounges face with stuck-out tounges victory hand
1737,negative,video kampanye ahok-djarot hancur kebhinekaan
1738,negative,alien serang indonesia
1739,negative,lulung nyampah timses anies sandi gara gara takut kena semprot ahok face with tears of joy face with stuck-out tounges
1740,negative,pilpres sabang merauke
1741,negative,mentang mentang nama belakang ambil untung novel iya anies gak
1742,negative,cari orang pintar buanyak jakarta cari orang jujur anti korupsi suka keras sulit
1743,negative,kampanye bicara program program tri saja pecat face with tears of joy lebih baik lihat sudah hasil kerja deh
1744,negative,timses anies ngomongnya sok kayak motivator sudah ahok baik gubernur lihat hasil kerja saja deh
1745,negative,pantes polling hapus menang polling dibesar2kan tayang 25x hari dimetrotivi face with tears of joy face with tears of joy face with tears of joy
1746,negative,buzzer galau survei polling menang invoice bayar ini face with stuck-out tounges
1747,negative,omong cocok fakta thumbs down thumbs down tv online
1748,negative,unggul main isu strategi isu sara matang kelola strategi musuh face with stuck-out tounges
1749,negative,nasi bungkus deteksi
1750,positive,pdi-pagina kuat menang ahok-djarot
1751,positive,menang sungguh kalah jakarta pecah politik sara brutal
1752,positive,hujan sembilan bahan pokok ahok-djarot sedekah anies-sandi
1753,positive,hitung menang sungguh kalah penting nasional
1754,positive,terima kasih ahok btp
1755,positive,kejut ahok kalah versi quick count apa tetep keren menginspiras
1756,positive,serah takdir hidup tuhan jalan btp
1757,positive,trimakasih btp kerja degan djarot pimpin dki
1758,positive,harap hidup ahok selamat nkri tikus das
1759,positive,selamat istirahat btp ronde lawan jahat menang
1760,positive,kuasa tuhan kasih tuhan ambil bangga pilih ahok
1761,positive,1 kerja bukti diomongin nyata 1 nya menteri saja pecat
1762,positive,apa ahok kalah aman coba ahok menang makelar akhirat ribet teriak monas
1763,positive,bpk btp terima kasih juang 5 dukung terbang
1764,positive,artis dukung ahok selamat rekan dukung anies
1765,positive,terima gubernur terima kasih gubernur sudah selisih satu maju
1766,positive,pimpin bangga pegawai perintah terimakasih
1767,positive,dukung pilih kepala daerah sepenuh hati moga menang menang merdeka
1768,positive,cinta menang lanjut
1769,positive,btp unggul tps 58 duri kosambi cengkareng
1770,positive,warga pluit pilih ahok kerja etnis btp
1771,positive,selesai setia
1772,positive,coblos ahok senyum
1773,positive,warga bekasi-tangerang-bogor-depok dihimbau coblos no 3 no 2 warga dki coblos no 2
1774,positive,selamat pagi salam 2 jari
1775,positive,doa hati bersih coblos paslon no 2 doa
1776,positive,warga sultra dukung ahok djarot gub dki jakarta
1777,positive,cari pilih gubernur mimpin jakarta omong kosong
1778,positive,orang pimpin pimpin ribu orang ajar pimpin
1779,positive,kh said aqil -djarot jalan nu
1780,positive,butuh pimpin mutu batas jaja kartu moga sukses menang
1781,positive,3 dari provinsi jambi amin tuit moga purnama btp hidayat pilih
1782,positive,iwan fals pilih ahok djarot konsisten iwan fals lawan korupsi
1783,positive,tanggal 19 pilih hati nurani
1784,positive,andai contoh indonesia
1785,positive,benar banget nonton concert coldplay saja erti
1786,positive,ajar sabar the invisible djarot
1787,positive,dapat ahok pimpin hebat tuhan utus untuk indonesia
1788,positive,gantung kunci ahok model
1789,positive,
1790,positive,introspeksi indonesia
1791,positive,cari pimpin cinta gampang msp
1792,positive,djarot ucap terima kasih syukur ahok penjara
1793,positive,cinta ahok and djarot
1794,positive,doa serta jakarta may 2017 basukibtp
1795,positive,1000 lilin ahok
1796,positive,
1797,positive,mas keren banget selamat juang nkri harga mati
1798,positive,tugu proklamasi bawah sinar purnama
1799,positive,ntt ahok basukibtp
1800,positive,manado 1000 lilin yang telah mati harga mati
1801,positive,1000 lilin ahok manado btp
1802,positive,btp 2 sosok band of brothers hidup nyata
1803,positive,juta lilin adil
1804,positive,moga selesai tugas negara sampai oktober pas lantik gubernur apbn diganggu2 amin
1805,positive,salam sujud hormat djarot khabarnya tangguh tahan ahok setujuin malam ahok pulang
1806,positive,moga
1807,positive,dukung doa pasang juta lilin ahok manado indonesia
1808,positive,manado btp
1809,positive,rakyat cinta nkri juang adil
1810,positive,semangat djarot doa serta
1811,positive,bangsa diri bawa doa menang tuhan indonesia
1812,positive,orang cerita batman robbin lindung jakarta
1813,positive,beda kerja keras suka cari muka
1814,positive,dukung doa pasang lilin ahok manado indonesia
1815,positive,jerih lelah juang bangsa korupsi tegak benar hitung tuhan gbu
1816,positive,tuhan btp keluarga kami ahok
1817,positive,semangat djarot air mata kenang air mata tanda cinta indonesia
1818,positive,doa jakarta
1819,positive,padu suara warga balai kota
1820,positive,sejarah
1821,positive,demam karang bunga dukung ahok-djarot jalar siantar
1822,positive,pimpin indonesia jujur kerja nyata ahok djarod is the best
1823,positive,integrasi rumah susun pasar bioskop rakyat tunggu lanjut bawah gubernur
1824,positive,malam keluarga balai kota anak lihat bunga monas
1825,positive,ribu bunga
1826,positive,hati masuk bui pecat menteri bloon
1827,positive,indonesia harum bunga ungkap ribu bahasa cinta
1828,positive,yaaaa abal2 kantor balai kota jakarta
1829,positive,balaikota dki jakarta habis kata
1830,positive,jakarta medan
1831,positive,karang bunga ahok kota indah btp
1832,positive,menang sejati menang hati rakyat sudah kalah datang rezeki tukang bunga
1833,positive,btp djarot semangat sehat2 moga akhir jabat masyarakat dki sadar pimpin
1834,positive,abang keren tuhan berkat berkat abang
1835,positive,balaikota ramai kirim bunga alir
1836,positive,wisata balai kota selagi gubernur ahok riang gembira gratis penuh
1837,positive,ide gila
1838,positive,allah orang2 subhanallah
1839,positive,unik karang bunga gubernur dki jakarta badja viral medsos salah satu
1840,positive,tuhan kati
1841,positive,tuhan sayang jakarta ahokdjarot ahokdjarot kalah marah ahokdjarot menang yang jakarta terima kasih
1842,positive,lepas galak sayang
1843,positive,nongkrong masang karang bunga monas saja jogja
1844,positive,heboh papan bunga ahok
1845,positive,jahat ninggalin yang lanjur sayang pada
1846,positive,karang bunga antri foto il phenomenon kayak seorg figur indonesia
1847,positive,batam semangat
1848,positive,karang bunga ucap terimakasih masyarakat btp monas
1849,positive,hati
1850,positive,gusur juta rakyat
1851,positive,anies unggul pilih muslim ahok kaum didik totorqq
1852,positive,
1853,positive,bikin pusing btp tinggal tenang konsentrasi doa bahagia menang
1854,positive,terima kasih doa pa kyai
1855,positive,jatuh cinta gubernur milik heart with arrow
1856,positive,jokowi trophy trophy oke basukibtp dukung 100
1857,positive,peach
1858,positive,tps 07
1859,positive,ayo coblos bijaksana jakarta victory hand
1860,positive,presiden bilang pilih kepala daerah dki aman tohh smiling face with sunglasses smiling face with sunglasses
1861,positive,kalah ahok sengaja biar paket ahy pilpres face with stuck-out tounges grining face with smile eye grining face with smile eye smiling face with sunglasses smiling face with sunglasses risau hahahahahaha
1862,positive,anies respon negatif netizen makin emosi-an ahy hafal badja smiling face with sunglasses smiling face with sunglasses victory hand
1863,positive,kalah basuki tjahaja purnama-djarot saiful hidayat pilih kepala daerah dki jakarta pengaruh elektabilitas pdi victory hand
1864,positive,percaya kondisi cuaca pilih kepala daerah dki kontribusi positif ahok-djarot 2 victory hand victory hand
1865,positive,tompi ahok-djarot victory hand victory hand laku ubah positif ini bukti
1866,positive,positif pdip usung ahok-djarot pilih kepala daerah dki 2017 victory hand - suara nasional
1867,positive,kalah jujur menang curang heavy check mark heavy check mark initerjadi pilih kepala daerah dki makanya iri terima ahok
1868,positive,kalah pilih kepala daerah dki ahok djarot karang bunga simpati uji ukur victory hand victory hand anies sandi menang bunga dp 0
1869,positive,ahok-djarot kalah pilih kepala daerah menang jaga integritas demokrasi pancasila bangga smiling face with heart-eyes
1870,positive,dukung provokasi kotor tangan2 hal2 kandung nazis heavy check mark heavy check mark
1871,positive,pilih layan warga pimpin agama jakarta pilih jujur bersih heavy check mark heavy check mark
1872,positive,pimpin agama layan warga jujur bersih kerja nyata victory hand victory hand
1873,positive,
1874,positive,lupa coblos pimpin kerja keras victory hand victory hand
1875,positive,ama dalang enthus
1876,positive,bawa manfaat umat komitmen victory hand victory hand umat islam - via
1877,positive,tertawa kerja nyata victory hand victory hand
1878,positive,baju seragam coblos ini teman
1879,positive,
1880,positive,victory hand victory hand bukti kerja bagus bersih anti korupsi juang adil
1881,positive,mari kemari victory hand victory hand cover by citra alain
1882,positive,2 victory hand at toba dream
1883,positive,ahok-djarot victory hand victory hand roket
1884,positive,
1885,positive,coba timpa ahok mundur 1 langkah maju 1000 langkah jadi jakarta maju trophy
1886,positive,victory hand victory hand
1887,positive,jakarta butuh gubernur pandai main kata2 jakarta butuh gubernur nyata victory hand victory hand
1888,positive,siar langsung ahok grining face with smile eye
1889,positive,ahok net ahok talkshow
1890,positive,deh ikhlas gubernur beliau tujukkan demokrasi sosok pimpin berintregitas
1891,positive,babe pilih nomor 2 victory hand victory hand victory hand basukibtp kepala soang
1892,positive,hasil kerja nyata hasil kerja selesai gak pakai janji2 tinggal terus victory hand folded hands fire
1893,positive,cerdas pikir jernih
1894,positive,kawal victory hand victory hand
1895,positive,ahok jarot beres jakarta folded hands folded hands bukan calon ngayal jual kipas
1896,positive,program ahok-djarot victory hand victory hand ajak warga baca lengkap
1897,positive,ala ustad cang haris pilih victory hand lupa no 2 pilih islami asli berakhlaq haji haji djarot
1898,positive,hari2 usul team btp gerak sosialisasi programkerja folded hands folded hands
1899,positive,lovered nama indah lovered nama masjid perintah kota jakarta masjid raya kh hasyim ashari online
1900,negative,dosen bangga harap gubernur bohong rakyat
1901,negative,sih mantri hutan dan lurah ngakunya
1902,negative,berterimakasi menang amat politik amat
1903,negative,daftar rumah jakarta dp nya 0-rp gak realisasi kamu tanggung janji kamu akhirat
1904,negative,janji calon gubenur lupa tagih janji jakarta butuh kerja nyata dar janji
1905,negative,precariat kayak dp rumah 0 lumayan bantu tagih
1906,negative,terima hasil lapang dada
1907,negative,sedih optimis jakartaku
1908,negative,kalau gitu tagih program dp 0 anies-sandi
1909,negative,sabtu kerja ngobrol ketua rw komplek rumah teman super maksa warga pilih anies janji 3 milyar
1910,negative,takut kalah buru bagi sembilan bahan pokok kayak cocok pegawai bulog kaleee colek dki ri
1911,negative,jenazah tolak habis solat usir dagang usir agama jual politik mantavvv jiwa kamu
1912,negative,lawan ahok buruk track record komitmen berantas korupsi nihil
1913,negative,maksud anies prostitusi judi kalijodo tata rapih -
1914,negative,ih rem bilang pitenah
1915,negative,tenang team sukses kerja bagi2 bunga
1916,negative,aplikasi program2 paslon 3 cenderung nyambung bahasa teknis prihatin
1917,negative,moga allah swt rahmat mendzolimi
1918,negative,anis persis kayak orang jual sabun wangi pasar bicara pinter mandi
1919,negative,pimpin ingkar heran tuhan manusia seringkali ingkar
1920,negative,fasisme musuh demokrasi rangkul islamisme orang2 orde
1921,negative,btp menang pilih kepala daerah 2017 bangundki stres gatot gagal total
1922,negative,lagi2 bicara bicara sembarang fakta bicara btp
1923,negative,pilih kepala daerah tutup debat kusir kusut kualitas debat parah
1924,negative,kali kamu arogan anies pilih
1925,negative,komando polling goreng kpud netral kamvreetttt
1926,negative,program bicara potong warga
1927,negative,waaaah sadar kalau salah pilih btp
1928,negative,ajar sederhana kursi pakai duduk meja duduk saja mendikbud pecat
1929,negative,lho lagu anies-sandi jiplak nyanyi yahudi
1930,negative,didik orang muda akhlak integritas ambisi kotor fitnah omong doang
1931,negative,anies polisi -djarot gusur 300 titik dki
1932,negative,tebar fitnah tuai kalah
1933,negative,pimpin mimpi tega
1934,negative,latih okay-oce sabun al-maidah
1935,negative,kotor balai kota karang bunga
1936,negative,timses
1937,negative,kampanye menteri agama keluar atur larang kampanye rumah ibadah sudah menang karena sara
1938,negative,tertawa kuoata pakai emang situ belikan pulsa belikan kuota
1939,negative,raya menang pakai papan kembang pakai kambiang syukur abunawas
1940,negative,surat kocak anies
1941,negative,bikin macet warga kelapa gading harap proyek mangkrak
1942,negative,
1943,negative,anies-sandi nilai loyo potensi kangkang ormas garis keras
1944,negative,kalau cari suami tuh cari saja team aman kotak saja djagain
1945,negative,program ahok batal anies anies-sandi ahok djarot
1946,negative,sang pimpin tumbang
1947,negative,moga bikin damai yaa kecikampek saja brow rumah kayak program
1948,negative,walupun orangjakarta sesal rugi dukung ayo bagi2 uang sembilan bahan pokok non pilih kepala daerah pret
1949,negative,trus salah sikap paham atur gubernur btp
1950,negative,program anies-sandi anggap sulit
1951,negative,blunder menteri pan tendang gara-gara dukung isu masuk kabinet
1952,negative,dukung tim tebar fitnah menang anies
1953,negative,janji rumah dp 0 bentuk tahu rumah bentuk horisontal
1954,negative,sistem aman apbd ahok jalan hilang jka utak utik
1955,negative,janji lho janji mas mohon kawal
1956,negative,anut
1957,negative,1 periode
1958,negative,sebut ekstrimis tim persis jajah belanda perang lawan
1959,negative,situs tahan lantik counter isu bohong cc
1960,negative,ini om potong telinga tvonenews
1961,negative,retorika indah dp0 bayar 6 dng cicil lumayan rumah susun
1962,negative,anies-sandi pimpin kota fpi taring
1963,negative,curang kalah kalah sakit martabat malu
1964,negative,dp 0 persen beda dp 0 rupiah lha sama2 0 lha 0 persen 350jt 0 rupiah beda
1965,negative,okee oce solusi nya
1966,negative,surga mudah tinggal coblos
1967,negative,kadang lucu milih saja tidak nagih rumah dp0 situ sehat waras
1968,negative,kasihan anti reklamasi terus ayo uang bapak2 gub wakil gubernur jakarta
1969,negative,saran merealisir transportasi integrasi tiket rp 5000 yogia bicara transjakarta organda mti
1970,negative,sambut menang bbrp alumni212 cukur rambut ramai2 bersolawat duh
1971,negative,janji2 rumah dp 0 dan bantu modal cepat cair kalau bohong asset2 harus jual rakyat sesuai komitmen
1972,negative,prabowo terima kasih habib rizieq
1973,negative,saya ngerasa omong kosong belah gak terima kalah gak terima menang
1974,negative,titip jayakarta
1975,negative,potong payudara sumbang sukarela menang kira2 bagaimana hahah hitz skali wkwkwk btp
1976,negative,prabowo subianto amin rais ayatollah indonesia aburizal bakrie mentor arsitek menang
1977,negative,urus timses urus umat islam dunia aparat tegak hukum indonesia
1978,negative,menang dukung puji syukur kalah dukung menang gak kbayang kalau anies kalah aksi2 demo
1979,negative,bismillah beli rumah dp 0 awas saja program nggak jalan
1980,negative,cari layan masyarakat menang pilih kepala daerah
1981,negative,heran baca berita berita negatif pantes portal berita sepi melempem payah
1982,negative,pihak adil titik2 iklan dki dominasi media tanoe
1983,negative,andai ahok muslim menang
1984,negative,ente kafirun nantangin laskar kite cari ente
1985,negative,biadab laku kelompok dukung lebih jajah bukti lampau mampu iblis
1986,negative,laku busuk alas busuk lempar tai sembunyi tangan nunjuk malu klakuan dukung
1987,negative,kasi masjid jadi alat balas dendam takbir lontar muas benci benar2 parah dukung
1988,negative,buruk klakuan dukung telah ceramah politik masjid takbir usir djarot dari masjid
1989,negative,kuota habis ikut berita mui
1990,negative,akun akun provokator timses timeline ciri akun ahokers waspada
1991,negative,kubu anies-sandi seru stop politisasi kebhinekaan
1992,negative,kawal mati kawal menang
1993,negative,fitnah akun sebentar menang
1994,negative,mobil mobil kena macet arah mall taman anggrek tempelin stiker sopir pilih atau
1995,negative,bhineka tunggal ika laku hdapkan pilih beda
1996,negative,suka baca isi media sikap
1997,negative,1 bukti radikal dukung teroris
1998,negative,kota jakarta pks papua koalisi dukung gubernur kristen
1999,negative,tulis coba membranding pluralis konseptual absurd banget
2000,negative,ahok nista agama menang pilih kepala daerah - logika timses
2001,negative,mabuk minum keras mabok kecubung lha mabuk
2002,negative,jiplak program hasil bikin dukung nista agama
2003,negative,garansi nya global kak refurbish garansi bank 3hari cacat produksi tukar kasar
2004,negative,munafik jual agama frontal bawa agama sabar min
